case,event,time
10,A,1970/1/1 18:09
10,B,1970/1/1 18:15
10,G,1970/1/1 18:42
10,D,1970/1/1 18:48
10,H,1970/1/1 18:54
10,G,1970/1/1 19:03
10,D,1970/1/1 19:09
10,F,1970/1/1 19:14
1000,A,1970/1/22 13:23
1000,B,1970/1/22 13:28
1000,G,1970/1/22 13:49
1000,D,1970/1/22 13:58
1000,F,1970/1/22 14:08
106,A,1970/1/4 4:58
106,B,1970/1/4 5:05
106,G,1970/1/4 5:23
106,D,1970/1/4 5:33
106,F,1970/1/4 5:38
107,A,1970/1/3 19:58
107,B,1970/1/3 20:05
107,G,1970/1/3 20:28
107,D,1970/1/3 20:34
107,F,1970/1/3 20:43
114,A,1970/1/3 17:59
114,B,1970/1/3 18:07
114,G,1970/1/3 18:33
114,D,1970/1/3 18:40
114,F,1970/1/3 18:50
115,A,1970/1/4 17:30
115,B,1970/1/4 17:35
115,G,1970/1/4 17:56
115,D,1970/1/4 18:04
115,F,1970/1/4 18:09
116,A,1970/1/4 18:34
116,B,1970/1/4 18:41
116,G,1970/1/4 19:07
116,D,1970/1/4 19:13
116,F,1970/1/4 19:19
118,A,1970/1/4 5:30
118,B,1970/1/4 5:35
118,G,1970/1/4 5:57
118,D,1970/1/4 6:02
118,H,1970/1/4 6:09
118,G,1970/1/4 6:27
118,D,1970/1/4 6:33
118,F,1970/1/4 6:40
12,A,1970/1/1 21:12
12,B,1970/1/1 21:22
12,G,1970/1/1 21:44
12,D,1970/1/1 21:54
12,H,1970/1/1 22:02
12,G,1970/1/1 22:19
12,D,1970/1/1 22:26
12,F,1970/1/1 22:36
122,A,1970/1/4 18:27
122,B,1970/1/4 18:34
122,G,1970/1/4 18:55
122,D,1970/1/4 19:04
122,H,1970/1/4 19:13
122,G,1970/1/4 19:19
122,D,1970/1/4 19:29
122,H,1970/1/4 19:37
122,G,1970/1/4 19:57
122,D,1970/1/4 20:05
122,F,1970/1/4 20:14
124,A,1970/1/5 5:26
124,B,1970/1/5 5:32
124,G,1970/1/5 6:11
124,D,1970/1/5 6:20
124,F,1970/1/5 6:26
126,A,1970/1/5 8:47
126,B,1970/1/5 8:55
126,G,1970/1/5 9:18
126,D,1970/1/5 9:27
126,H,1970/1/5 9:34
126,G,1970/1/5 9:39
126,D,1970/1/5 9:44
126,H,1970/1/5 9:51
126,G,1970/1/5 10:08
126,D,1970/1/5 10:16
126,F,1970/1/5 10:24
127,A,1970/1/5 3:34
127,B,1970/1/5 3:41
127,G,1970/1/5 4:12
127,D,1970/1/5 4:20
127,F,1970/1/5 4:25
128,A,1970/1/5 5:17
128,B,1970/1/5 5:25
128,G,1970/1/5 5:51
128,D,1970/1/5 5:59
128,F,1970/1/5 6:08
130,A,1970/1/4 19:30
130,B,1970/1/4 19:39
130,G,1970/1/4 20:15
130,D,1970/1/4 20:25
130,H,1970/1/4 20:31
130,G,1970/1/4 20:42
130,D,1970/1/4 20:52
130,F,1970/1/4 21:02
133,A,1970/1/4 6:42
133,B,1970/1/4 6:52
133,G,1970/1/4 7:23
133,D,1970/1/4 7:30
133,H,1970/1/4 7:37
133,G,1970/1/4 7:47
133,D,1970/1/4 7:57
133,F,1970/1/4 8:06
134,A,1970/1/4 20:49
134,B,1970/1/4 20:57
134,G,1970/1/4 21:32
134,D,1970/1/4 21:37
134,H,1970/1/4 21:45
134,G,1970/1/4 21:55
134,D,1970/1/4 22:01
134,F,1970/1/4 22:08
135,A,1970/1/5 12:09
135,B,1970/1/5 12:19
135,G,1970/1/5 12:51
135,D,1970/1/5 12:56
135,F,1970/1/5 13:04
137,A,1970/1/4 15:41
137,B,1970/1/4 15:51
137,G,1970/1/4 16:27
137,D,1970/1/4 16:37
137,H,1970/1/4 16:47
137,G,1970/1/4 16:54
137,D,1970/1/4 17:01
137,H,1970/1/4 17:11
137,G,1970/1/4 17:17
137,D,1970/1/4 17:24
137,F,1970/1/4 17:32
139,A,1970/1/4 5:53
139,B,1970/1/4 6:01
139,G,1970/1/4 6:20
139,D,1970/1/4 6:30
139,H,1970/1/4 6:36
139,G,1970/1/4 6:42
139,D,1970/1/4 6:52
139,H,1970/1/4 7:00
139,G,1970/1/4 7:18
139,D,1970/1/4 7:25
139,F,1970/1/4 7:32
146,A,1970/1/5 0:20
146,B,1970/1/5 0:29
146,G,1970/1/5 0:51
146,D,1970/1/5 0:59
146,F,1970/1/5 1:14
149,A,1970/1/4 19:46
149,B,1970/1/4 19:53
149,G,1970/1/4 20:25
149,D,1970/1/4 20:32
149,H,1970/1/4 20:39
149,G,1970/1/4 20:51
149,D,1970/1/4 21:01
149,F,1970/1/4 21:11
151,A,1970/1/5 1:24
151,B,1970/1/5 1:31
151,G,1970/1/5 2:03
151,D,1970/1/5 2:12
151,H,1970/1/5 2:21
151,G,1970/1/5 2:41
151,D,1970/1/5 2:49
151,F,1970/1/5 2:58
153,A,1970/1/5 4:45
153,B,1970/1/5 4:51
153,G,1970/1/5 5:12
153,D,1970/1/5 5:19
153,H,1970/1/5 5:28
153,G,1970/1/5 5:42
153,D,1970/1/5 5:48
153,F,1970/1/5 5:55
158,A,1970/1/4 19:26
158,B,1970/1/4 19:34
158,G,1970/1/4 19:48
158,D,1970/1/4 19:54
158,H,1970/1/4 19:59
158,G,1970/1/4 20:06
158,D,1970/1/4 20:13
158,H,1970/1/4 20:21
158,G,1970/1/4 20:29
158,D,1970/1/4 20:39
158,F,1970/1/4 20:47
163,A,1970/1/6 2:23
163,B,1970/1/6 2:33
163,G,1970/1/6 2:49
163,D,1970/1/6 2:58
163,H,1970/1/6 3:04
163,G,1970/1/6 3:18
163,D,1970/1/6 3:25
163,H,1970/1/6 3:35
163,G,1970/1/6 3:51
163,D,1970/1/6 3:56
163,F,1970/1/6 4:05
167,A,1970/1/5 13:44
167,B,1970/1/5 13:50
167,G,1970/1/5 14:30
167,D,1970/1/5 14:40
167,H,1970/1/5 14:50
167,G,1970/1/5 15:04
167,D,1970/1/5 15:09
167,F,1970/1/5 15:14
168,A,1970/1/5 0:11
168,B,1970/1/5 0:18
168,G,1970/1/5 0:37
168,D,1970/1/5 0:43
168,F,1970/1/5 0:53
169,A,1970/1/5 22:10
169,B,1970/1/5 22:20
169,G,1970/1/5 23:02
169,D,1970/1/5 23:08
169,F,1970/1/5 23:13
171,A,1970/1/5 12:21
171,B,1970/1/5 12:27
171,G,1970/1/5 12:54
171,D,1970/1/5 13:04
171,H,1970/1/5 13:11
171,G,1970/1/5 13:16
171,D,1970/1/5 13:21
171,H,1970/1/5 13:31
171,G,1970/1/5 13:43
171,D,1970/1/5 13:49
171,F,1970/1/5 13:58
174,A,1970/1/5 0:17
174,B,1970/1/5 0:22
174,G,1970/1/5 0:55
174,D,1970/1/5 1:03
174,H,1970/1/5 1:11
174,G,1970/1/5 1:21
174,D,1970/1/5 1:31
174,F,1970/1/5 1:41
175,A,1970/1/6 13:03
175,B,1970/1/6 13:10
175,G,1970/1/6 13:40
175,D,1970/1/6 13:49
175,H,1970/1/6 13:59
175,G,1970/1/6 14:12
175,D,1970/1/6 14:21
175,F,1970/1/6 14:31
178,A,1970/1/5 2:44
178,B,1970/1/5 2:54
178,G,1970/1/5 3:30
178,D,1970/1/5 3:35
178,H,1970/1/5 3:44
178,G,1970/1/5 3:50
178,D,1970/1/5 3:55
178,H,1970/1/5 4:00
178,G,1970/1/5 4:07
178,D,1970/1/5 4:13
178,F,1970/1/5 4:20
186,A,1970/1/6 2:21
186,B,1970/1/6 2:30
186,G,1970/1/6 2:37
186,D,1970/1/6 2:43
186,H,1970/1/6 2:51
186,G,1970/1/6 2:58
186,D,1970/1/6 3:07
186,H,1970/1/6 3:13
186,G,1970/1/6 3:23
186,D,1970/1/6 3:28
186,F,1970/1/6 3:37
191,A,1970/1/6 12:01
191,B,1970/1/6 12:11
191,G,1970/1/6 12:36
191,D,1970/1/6 12:44
191,F,1970/1/6 12:50
193,A,1970/1/6 0:29
193,B,1970/1/6 0:36
193,G,1970/1/6 1:16
193,D,1970/1/6 1:26
193,F,1970/1/6 1:31
194,A,1970/1/6 4:39
194,B,1970/1/6 4:44
194,G,1970/1/6 4:54
194,D,1970/1/6 5:04
194,H,1970/1/6 5:10
194,G,1970/1/6 5:28
194,D,1970/1/6 5:38
194,F,1970/1/6 5:43
195,A,1970/1/6 1:21
195,B,1970/1/6 1:29
195,G,1970/1/6 1:57
195,D,1970/1/6 2:02
195,H,1970/1/6 2:12
195,G,1970/1/6 2:31
195,D,1970/1/6 2:41
195,F,1970/1/6 2:51
198,A,1970/1/6 6:56
198,B,1970/1/6 7:04
198,G,1970/1/6 7:18
198,D,1970/1/6 7:27
198,H,1970/1/6 7:35
198,G,1970/1/6 7:41
198,D,1970/1/6 7:49
198,F,1970/1/6 7:57
199,A,1970/1/6 6:59
199,B,1970/1/6 7:05
199,G,1970/1/6 7:29
199,D,1970/1/6 7:39
199,F,1970/1/6 7:47
200,A,1970/1/5 19:43
200,B,1970/1/5 19:49
200,G,1970/1/5 20:16
200,D,1970/1/5 20:21
200,F,1970/1/5 20:31
201,A,1970/1/5 18:15
201,B,1970/1/5 18:23
201,G,1970/1/5 18:40
201,D,1970/1/5 18:47
201,F,1970/1/5 19:04
206,A,1970/1/6 10:50
206,B,1970/1/6 10:55
206,G,1970/1/6 11:03
206,D,1970/1/6 11:10
206,H,1970/1/6 11:18
206,G,1970/1/6 11:23
206,D,1970/1/6 11:28
206,H,1970/1/6 11:37
206,G,1970/1/6 11:47
206,D,1970/1/6 11:53
206,F,1970/1/6 11:59
21,A,1970/1/2 7:55
21,B,1970/1/2 8:05
21,G,1970/1/2 8:26
21,D,1970/1/2 8:34
21,H,1970/1/2 8:44
21,G,1970/1/2 8:58
21,D,1970/1/2 9:08
21,F,1970/1/2 9:16
210,A,1970/1/5 19:43
210,B,1970/1/5 19:52
210,G,1970/1/5 20:20
210,D,1970/1/5 20:29
210,F,1970/1/5 20:37
213,A,1970/1/5 23:02
213,B,1970/1/5 23:10
213,G,1970/1/5 23:40
213,D,1970/1/5 23:50
213,H,1970/1/5 23:55
213,G,1970/1/6 0:03
213,D,1970/1/6 0:12
213,F,1970/1/6 0:21
214,A,1970/1/7 6:12
214,B,1970/1/7 6:17
214,G,1970/1/7 6:40
214,D,1970/1/7 6:46
214,F,1970/1/7 7:06
215,A,1970/1/5 21:09
215,B,1970/1/5 21:19
215,G,1970/1/5 21:53
215,D,1970/1/5 22:02
215,F,1970/1/5 22:09
216,A,1970/1/6 4:18
216,B,1970/1/6 4:24
216,G,1970/1/6 4:53
216,D,1970/1/6 4:58
216,F,1970/1/6 5:06
217,A,1970/1/6 22:28
217,B,1970/1/6 22:34
217,G,1970/1/6 22:43
217,D,1970/1/6 22:53
217,H,1970/1/6 23:03
217,G,1970/1/6 23:09
217,D,1970/1/6 23:16
217,H,1970/1/6 23:22
217,G,1970/1/6 23:33
217,D,1970/1/6 23:38
217,F,1970/1/6 23:46
224,A,1970/1/7 10:35
224,B,1970/1/7 10:45
224,G,1970/1/7 10:55
224,D,1970/1/7 11:00
224,H,1970/1/7 11:06
224,G,1970/1/7 11:26
224,D,1970/1/7 11:34
224,F,1970/1/7 11:44
226,A,1970/1/7 10:11
226,B,1970/1/7 10:18
226,G,1970/1/7 10:54
226,D,1970/1/7 10:59
226,F,1970/1/7 11:07
238,A,1970/1/7 6:52
238,B,1970/1/7 6:59
238,G,1970/1/7 7:12
238,D,1970/1/7 7:21
238,H,1970/1/7 7:28
238,G,1970/1/7 7:42
238,D,1970/1/7 7:50
238,F,1970/1/7 7:59
239,A,1970/1/7 14:44
239,B,1970/1/7 14:50
239,G,1970/1/7 15:04
239,D,1970/1/7 15:10
239,H,1970/1/7 15:15
239,G,1970/1/7 15:30
239,D,1970/1/7 15:38
239,F,1970/1/7 15:46
241,A,1970/1/7 17:14
241,B,1970/1/7 17:19
241,G,1970/1/7 17:36
241,D,1970/1/7 17:41
241,H,1970/1/7 17:47
241,G,1970/1/7 17:53
241,D,1970/1/7 18:03
241,H,1970/1/7 18:12
241,G,1970/1/7 18:17
241,D,1970/1/7 18:23
241,F,1970/1/7 18:28
243,A,1970/1/6 22:33
243,B,1970/1/6 22:40
243,G,1970/1/6 23:01
243,D,1970/1/6 23:07
243,F,1970/1/6 23:12
246,A,1970/1/7 12:43
246,B,1970/1/7 12:53
246,G,1970/1/7 13:03
246,D,1970/1/7 13:13
246,H,1970/1/7 13:19
246,G,1970/1/7 13:24
246,D,1970/1/7 13:33
246,H,1970/1/7 13:40
246,G,1970/1/7 13:51
246,D,1970/1/7 14:01
246,F,1970/1/7 14:08
248,A,1970/1/6 12:25
248,B,1970/1/6 12:30
248,G,1970/1/6 12:44
248,D,1970/1/6 12:53
248,F,1970/1/6 13:08
251,A,1970/1/7 13:05
251,B,1970/1/7 13:15
251,G,1970/1/7 13:44
251,D,1970/1/7 13:50
251,H,1970/1/7 14:00
251,G,1970/1/7 14:11
251,D,1970/1/7 14:19
251,F,1970/1/7 14:29
253,A,1970/1/6 21:21
253,B,1970/1/6 21:27
253,G,1970/1/6 21:39
253,D,1970/1/6 21:48
253,H,1970/1/6 21:55
253,G,1970/1/6 22:00
253,D,1970/1/6 22:10
253,F,1970/1/6 22:15
256,A,1970/1/6 16:55
256,B,1970/1/6 17:00
256,G,1970/1/6 17:37
256,D,1970/1/6 17:42
256,F,1970/1/6 17:49
259,A,1970/1/7 1:33
259,B,1970/1/7 1:39
259,G,1970/1/7 2:23
259,D,1970/1/7 2:28
259,F,1970/1/7 2:35
261,A,1970/1/7 18:31
261,B,1970/1/7 18:39
261,G,1970/1/7 18:54
261,D,1970/1/7 19:01
261,F,1970/1/7 19:11
263,A,1970/1/8 3:02
263,B,1970/1/8 3:12
263,G,1970/1/8 3:40
263,D,1970/1/8 3:45
263,H,1970/1/8 3:53
263,G,1970/1/8 3:58
263,D,1970/1/8 4:04
263,H,1970/1/8 4:09
263,G,1970/1/8 4:21
263,D,1970/1/8 4:26
263,F,1970/1/8 4:33
265,A,1970/1/8 0:14
265,B,1970/1/8 0:20
265,G,1970/1/8 0:29
265,D,1970/1/8 0:35
265,H,1970/1/8 0:42
265,G,1970/1/8 0:57
265,D,1970/1/8 1:05
265,H,1970/1/8 1:12
265,G,1970/1/8 1:17
265,D,1970/1/8 1:23
265,F,1970/1/8 1:29
266,A,1970/1/7 23:17
266,B,1970/1/7 23:27
266,G,1970/1/7 23:59
266,D,1970/1/8 0:09
266,F,1970/1/8 0:18
27,A,1970/1/3 5:56
27,B,1970/1/3 6:02
27,G,1970/1/3 6:30
27,D,1970/1/3 6:36
27,F,1970/1/3 6:42
270,A,1970/1/7 23:35
270,B,1970/1/7 23:42
270,G,1970/1/7 23:59
270,D,1970/1/8 0:07
270,H,1970/1/8 0:17
270,G,1970/1/8 0:27
270,D,1970/1/8 0:35
270,F,1970/1/8 0:40
271,A,1970/1/7 9:34
271,B,1970/1/7 9:42
271,G,1970/1/7 9:52
271,D,1970/1/7 9:57
271,H,1970/1/7 10:07
271,G,1970/1/7 10:17
271,D,1970/1/7 10:22
271,F,1970/1/7 10:32
274,A,1970/1/8 6:46
274,B,1970/1/8 6:56
274,G,1970/1/8 7:28
274,D,1970/1/8 7:34
274,F,1970/1/8 7:44
278,A,1970/1/7 18:10
278,B,1970/1/7 18:16
278,G,1970/1/7 18:44
278,D,1970/1/7 18:54
278,F,1970/1/7 18:59
279,A,1970/1/7 19:52
279,B,1970/1/7 19:59
279,G,1970/1/7 20:32
279,D,1970/1/7 20:37
279,F,1970/1/7 20:47
280,A,1970/1/7 14:28
280,B,1970/1/7 14:33
280,G,1970/1/7 14:40
280,D,1970/1/7 14:46
280,H,1970/1/7 14:54
280,G,1970/1/7 15:05
280,D,1970/1/7 15:12
280,F,1970/1/7 15:19
288,A,1970/1/7 19:02
288,B,1970/1/7 19:11
288,G,1970/1/7 19:40
288,D,1970/1/7 19:48
288,F,1970/1/7 19:53
289,A,1970/1/8 23:53
289,B,1970/1/9 0:00
289,G,1970/1/9 0:36
289,D,1970/1/9 0:41
289,H,1970/1/9 0:51
289,G,1970/1/9 1:01
289,D,1970/1/9 1:08
289,H,1970/1/9 1:14
289,G,1970/1/9 1:24
289,D,1970/1/9 1:30
289,F,1970/1/9 1:38
290,A,1970/1/8 1:11
290,B,1970/1/8 1:17
290,G,1970/1/8 1:53
290,D,1970/1/8 1:59
290,H,1970/1/8 2:07
290,G,1970/1/8 2:22
290,D,1970/1/8 2:28
290,F,1970/1/8 2:37
295,A,1970/1/7 21:29
295,B,1970/1/7 21:38
295,G,1970/1/7 22:11
295,D,1970/1/7 22:18
295,H,1970/1/7 22:25
295,G,1970/1/7 22:35
295,D,1970/1/7 22:43
295,F,1970/1/7 22:52
299,A,1970/1/8 3:19
299,B,1970/1/8 3:28
299,G,1970/1/8 4:07
299,D,1970/1/8 4:17
299,F,1970/1/8 4:26
3,A,1970/1/1 20:09
3,B,1970/1/1 20:19
3,G,1970/1/1 20:46
3,D,1970/1/1 20:52
3,F,1970/1/1 20:57
301,A,1970/1/8 2:13
301,B,1970/1/8 2:22
301,G,1970/1/8 2:37
301,D,1970/1/8 2:42
301,H,1970/1/8 2:48
301,G,1970/1/8 2:53
301,D,1970/1/8 3:01
301,H,1970/1/8 3:11
301,G,1970/1/8 3:25
301,D,1970/1/8 3:34
301,F,1970/1/8 3:44
304,A,1970/1/8 20:03
304,B,1970/1/8 20:13
304,G,1970/1/8 20:34
304,D,1970/1/8 20:44
304,F,1970/1/8 20:55
306,A,1970/1/8 16:17
306,B,1970/1/8 16:24
306,G,1970/1/8 17:09
306,D,1970/1/8 17:19
306,F,1970/1/8 17:27
308,A,1970/1/8 4:39
308,B,1970/1/8 4:46
308,G,1970/1/8 5:14
308,D,1970/1/8 5:22
308,F,1970/1/8 5:29
31,A,1970/1/2 18:07
31,B,1970/1/2 18:15
31,G,1970/1/2 18:53
31,D,1970/1/2 19:00
31,F,1970/1/2 19:08
310,A,1970/1/8 1:48
310,B,1970/1/8 1:56
310,G,1970/1/8 2:13
310,D,1970/1/8 2:22
310,F,1970/1/8 2:28
319,A,1970/1/9 4:07
319,B,1970/1/9 4:14
319,G,1970/1/9 4:40
319,D,1970/1/9 4:45
319,H,1970/1/9 4:55
319,G,1970/1/9 5:10
319,D,1970/1/9 5:15
319,H,1970/1/9 5:23
319,G,1970/1/9 5:30
319,D,1970/1/9 5:37
319,F,1970/1/9 5:44
325,A,1970/1/8 19:38
325,B,1970/1/8 19:48
325,G,1970/1/8 20:29
325,D,1970/1/8 20:36
325,F,1970/1/8 20:42
332,A,1970/1/8 17:56
332,B,1970/1/8 18:05
332,G,1970/1/8 18:33
332,D,1970/1/8 18:41
332,H,1970/1/8 18:51
332,G,1970/1/8 18:58
332,D,1970/1/8 19:05
332,H,1970/1/8 19:12
332,G,1970/1/8 19:28
332,D,1970/1/8 19:35
332,F,1970/1/8 19:43
333,A,1970/1/9 1:46
333,B,1970/1/9 1:55
333,G,1970/1/9 2:27
333,D,1970/1/9 2:32
333,H,1970/1/9 2:42
333,G,1970/1/9 2:58
333,D,1970/1/9 3:07
333,F,1970/1/9 3:15
338,A,1970/1/9 11:03
338,B,1970/1/9 11:12
338,G,1970/1/9 11:52
338,D,1970/1/9 11:57
338,F,1970/1/9 12:03
339,A,1970/1/9 10:56
339,B,1970/1/9 11:03
339,G,1970/1/9 11:23
339,D,1970/1/9 11:33
339,H,1970/1/9 11:42
339,G,1970/1/9 11:48
339,D,1970/1/9 11:55
339,H,1970/1/9 12:05
339,G,1970/1/9 12:18
339,D,1970/1/9 12:24
339,F,1970/1/9 12:29
34,A,1970/1/2 22:10
34,B,1970/1/2 22:15
34,G,1970/1/2 22:26
34,D,1970/1/2 22:31
34,H,1970/1/2 22:37
34,G,1970/1/2 22:54
34,D,1970/1/2 23:02
34,F,1970/1/2 23:08
342,A,1970/1/9 4:27
342,B,1970/1/9 4:33
342,G,1970/1/9 5:00
342,D,1970/1/9 5:09
342,F,1970/1/9 5:14
344,A,1970/1/8 20:04
344,B,1970/1/8 20:09
344,G,1970/1/8 20:27
344,D,1970/1/8 20:36
344,H,1970/1/8 20:41
344,G,1970/1/8 20:52
344,D,1970/1/8 21:02
344,F,1970/1/8 21:09
347,A,1970/1/8 21:29
347,B,1970/1/8 21:35
347,G,1970/1/8 21:56
347,D,1970/1/8 22:04
347,H,1970/1/8 22:13
347,G,1970/1/8 22:22
347,D,1970/1/8 22:29
347,F,1970/1/8 22:35
351,A,1970/1/9 23:32
351,B,1970/1/9 23:39
351,G,1970/1/9 23:51
351,D,1970/1/9 23:58
351,F,1970/1/10 0:19
355,A,1970/1/9 7:16
355,B,1970/1/9 7:24
355,G,1970/1/9 7:53
355,D,1970/1/9 8:01
355,H,1970/1/9 8:11
355,G,1970/1/9 8:17
355,D,1970/1/9 8:26
355,H,1970/1/9 8:32
355,G,1970/1/9 8:44
