case,event,time
789,D,1970/1/17 19:18
789,F,1970/1/17 19:27
79,A,1970/1/4 4:12
79,B,1970/1/4 4:19
79,G,1970/1/4 4:53
79,D,1970/1/4 5:00
79,F,1970/1/4 5:10
791,A,1970/1/17 19:44
791,B,1970/1/17 19:52
791,G,1970/1/17 20:09
791,D,1970/1/17 20:19
791,F,1970/1/17 20:28
795,A,1970/1/18 14:43
795,B,1970/1/18 14:51
795,G,1970/1/18 15:07
795,D,1970/1/18 15:12
795,H,1970/1/18 15:22
795,G,1970/1/18 15:29
795,D,1970/1/18 15:37
795,H,1970/1/18 15:47
795,G,1970/1/18 15:59
795,D,1970/1/18 16:09
795,F,1970/1/18 16:18
798,A,1970/1/17 23:42
798,B,1970/1/17 23:47
798,G,1970/1/18 0:22
798,D,1970/1/18 0:27
798,F,1970/1/18 0:34
799,A,1970/1/17 23:50
799,B,1970/1/17 23:55
799,G,1970/1/18 0:03
799,D,1970/1/18 0:08
799,H,1970/1/18 0:13
799,G,1970/1/18 0:20
799,D,1970/1/18 0:27
799,H,1970/1/18 0:33
799,G,1970/1/18 0:46
799,D,1970/1/18 0:56
799,F,1970/1/18 1:06
8,A,1970/1/3 0:02
8,B,1970/1/3 0:08
8,G,1970/1/3 0:23
8,D,1970/1/3 0:28
8,H,1970/1/3 0:33
8,G,1970/1/3 0:44
8,D,1970/1/3 0:52
8,F,1970/1/3 1:00
80,A,1970/1/3 19:27
80,B,1970/1/3 19:36
80,G,1970/1/3 19:55
80,D,1970/1/3 20:03
80,H,1970/1/3 20:09
80,G,1970/1/3 20:23
80,D,1970/1/3 20:28
80,H,1970/1/3 20:35
80,G,1970/1/3 20:46
80,D,1970/1/3 20:52
80,F,1970/1/3 20:57
806,A,1970/1/18 22:56
806,B,1970/1/18 23:02
806,G,1970/1/18 23:13
806,D,1970/1/18 23:22
806,F,1970/1/18 23:32
807,A,1970/1/18 4:36
807,B,1970/1/18 4:41
807,G,1970/1/18 5:14
807,D,1970/1/18 5:19
807,H,1970/1/18 5:24
807,G,1970/1/18 5:31
807,D,1970/1/18 5:37
807,H,1970/1/18 5:45
807,G,1970/1/18 6:00
807,D,1970/1/18 6:07
807,F,1970/1/18 6:16
808,A,1970/1/18 10:36
808,B,1970/1/18 10:44
808,G,1970/1/18 11:00
808,D,1970/1/18 11:06
808,H,1970/1/18 11:16
808,G,1970/1/18 11:30
808,D,1970/1/18 11:39
808,F,1970/1/18 11:49
809,A,1970/1/18 5:53
809,B,1970/1/18 6:01
809,G,1970/1/18 6:27
809,D,1970/1/18 6:32
809,H,1970/1/18 6:42
809,G,1970/1/18 6:53
809,D,1970/1/18 7:00
809,F,1970/1/18 7:10
813,A,1970/1/19 7:02
813,B,1970/1/19 7:11
813,G,1970/1/19 7:29
813,D,1970/1/19 7:34
813,H,1970/1/19 7:43
813,G,1970/1/19 7:56
813,D,1970/1/19 8:01
813,F,1970/1/19 8:09
816,A,1970/1/18 17:06
816,B,1970/1/18 17:13
816,G,1970/1/18 17:37
816,D,1970/1/18 17:47
816,H,1970/1/18 17:55
816,G,1970/1/18 18:11
816,D,1970/1/18 18:19
816,F,1970/1/18 18:25
821,A,1970/1/18 19:58
821,B,1970/1/18 20:03
821,G,1970/1/18 20:28
821,D,1970/1/18 20:37
821,F,1970/1/18 20:46
825,A,1970/1/19 18:19
825,B,1970/1/19 18:29
825,G,1970/1/19 19:03
825,D,1970/1/19 19:10
825,H,1970/1/19 19:17
825,G,1970/1/19 19:29
825,D,1970/1/19 19:34
825,H,1970/1/19 19:43
825,G,1970/1/19 19:56
825,D,1970/1/19 20:04
825,F,1970/1/19 20:09
827,A,1970/1/19 0:17
827,B,1970/1/19 0:24
827,G,1970/1/19 0:44
827,D,1970/1/19 0:54
827,H,1970/1/19 1:00
827,G,1970/1/19 1:06
827,D,1970/1/19 1:11
827,H,1970/1/19 1:19
827,G,1970/1/19 1:33
827,D,1970/1/19 1:43
827,F,1970/1/19 1:50
833,A,1970/1/19 11:33
833,B,1970/1/19 11:40
833,G,1970/1/19 12:00
833,D,1970/1/19 12:06
833,H,1970/1/19 12:13
833,G,1970/1/19 12:30
833,D,1970/1/19 12:35
833,F,1970/1/19 12:43
835,A,1970/1/19 10:49
835,B,1970/1/19 10:58
835,G,1970/1/19 11:27
835,D,1970/1/19 11:33
835,F,1970/1/19 11:42
836,A,1970/1/19 22:25
836,B,1970/1/19 22:32
836,G,1970/1/19 22:55
836,D,1970/1/19 23:04
836,H,1970/1/19 23:09
836,G,1970/1/19 23:26
836,D,1970/1/19 23:34
836,F,1970/1/19 23:39
839,A,1970/1/18 14:27
839,B,1970/1/18 14:32
839,G,1970/1/18 14:59
839,D,1970/1/18 15:08
839,F,1970/1/18 15:17
84,A,1970/1/4 8:20
84,B,1970/1/4 8:28
84,G,1970/1/4 8:56
84,D,1970/1/4 9:01
84,H,1970/1/4 9:10
84,G,1970/1/4 9:17
84,D,1970/1/4 9:23
84,F,1970/1/4 9:29
843,A,1970/1/18 14:19
843,B,1970/1/18 14:25
843,G,1970/1/18 14:57
843,D,1970/1/18 15:05
843,H,1970/1/18 15:11
843,G,1970/1/18 15:16
843,D,1970/1/18 15:26
843,H,1970/1/18 15:31
843,G,1970/1/18 15:36
843,D,1970/1/18 15:43
843,F,1970/1/18 15:52
845,A,1970/1/20 1:15
845,B,1970/1/20 1:23
845,G,1970/1/20 1:50
845,D,1970/1/20 1:58
845,F,1970/1/20 2:05
856,A,1970/1/18 20:10
856,B,1970/1/18 20:18
856,G,1970/1/18 20:30
856,D,1970/1/18 20:40
856,H,1970/1/18 20:49
856,G,1970/1/18 20:58
856,D,1970/1/18 21:08
856,F,1970/1/18 21:13
859,A,1970/1/20 7:25
859,B,1970/1/20 7:35
859,G,1970/1/20 7:55
859,D,1970/1/20 8:01
859,F,1970/1/20 8:09
86,A,1970/1/3 15:56
86,B,1970/1/3 16:01
86,G,1970/1/3 16:09
86,D,1970/1/3 16:15
86,H,1970/1/3 16:22
86,G,1970/1/3 16:38
86,D,1970/1/3 16:45
86,F,1970/1/3 16:53
861,A,1970/1/19 23:50
861,B,1970/1/19 23:55
861,G,1970/1/20 0:30
861,D,1970/1/20 0:35
861,F,1970/1/20 0:41
862,A,1970/1/19 0:45
862,B,1970/1/19 0:55
862,G,1970/1/19 1:12
862,D,1970/1/19 1:20
862,H,1970/1/19 1:25
862,G,1970/1/19 1:37
862,D,1970/1/19 1:47
862,H,1970/1/19 1:53
862,G,1970/1/19 2:00
862,D,1970/1/19 2:09
862,F,1970/1/19 2:14
863,A,1970/1/19 3:16
863,B,1970/1/19 3:23
863,G,1970/1/19 3:39
863,D,1970/1/19 3:49
863,H,1970/1/19 3:54
863,G,1970/1/19 4:01
863,D,1970/1/19 4:10
863,H,1970/1/19 4:20
863,G,1970/1/19 4:25
863,D,1970/1/19 4:32
863,F,1970/1/19 4:41
865,A,1970/1/19 4:19
865,B,1970/1/19 4:29
865,G,1970/1/19 5:01
865,D,1970/1/19 5:10
865,F,1970/1/19 5:19
866,A,1970/1/19 19:04
866,B,1970/1/19 19:10
866,G,1970/1/19 19:40
866,D,1970/1/19 19:47
866,F,1970/1/19 19:56
868,A,1970/1/19 5:46
868,B,1970/1/19 5:55
868,G,1970/1/19 6:30
868,D,1970/1/19 6:39
868,F,1970/1/19 6:46
87,A,1970/1/4 8:08
87,B,1970/1/4 8:18
87,G,1970/1/4 8:50
87,D,1970/1/4 8:58
87,H,1970/1/4 9:06
87,G,1970/1/4 9:18
87,D,1970/1/4 9:26
87,F,1970/1/4 9:36
875,A,1970/1/19 20:15
875,B,1970/1/19 20:22
875,G,1970/1/19 21:00
875,D,1970/1/19 21:10
875,F,1970/1/19 21:20
878,A,1970/1/20 11:51
878,B,1970/1/20 12:00
878,G,1970/1/20 12:19
878,D,1970/1/20 12:27
878,F,1970/1/20 12:50
88,A,1970/1/4 0:37
88,B,1970/1/4 0:46
88,G,1970/1/4 1:09
88,D,1970/1/4 1:16
88,F,1970/1/4 1:34
881,A,1970/1/20 4:35
881,B,1970/1/20 4:40
881,G,1970/1/20 5:10
881,D,1970/1/20 5:16
881,H,1970/1/20 5:24
881,G,1970/1/20 5:39
881,D,1970/1/20 5:45
881,F,1970/1/20 5:53
883,A,1970/1/19 8:47
883,B,1970/1/19 8:56
883,G,1970/1/19 9:21
883,D,1970/1/19 9:31
883,F,1970/1/19 9:41
885,A,1970/1/19 18:44
885,B,1970/1/19 18:53
885,G,1970/1/19 19:29
885,D,1970/1/19 19:37
885,H,1970/1/19 19:42
885,G,1970/1/19 19:59
885,D,1970/1/19 20:04
885,F,1970/1/19 20:14
886,A,1970/1/19 14:04
886,B,1970/1/19 14:13
886,G,1970/1/19 14:36
886,D,1970/1/19 14:45
886,F,1970/1/19 14:52
888,A,1970/1/20 19:19
888,B,1970/1/20 19:26
888,G,1970/1/20 19:44
888,D,1970/1/20 19:49
888,H,1970/1/20 19:59
888,G,1970/1/20 20:09
888,D,1970/1/20 20:16
888,F,1970/1/20 20:22
889,A,1970/1/20 20:06
889,B,1970/1/20 20:12
889,G,1970/1/20 20:35
889,D,1970/1/20 20:41
889,H,1970/1/20 20:49
889,G,1970/1/20 20:59
889,D,1970/1/20 21:08
889,H,1970/1/20 21:17
889,G,1970/1/20 21:28
889,D,1970/1/20 21:34
889,F,1970/1/20 21:44
89,A,1970/1/4 16:26
89,B,1970/1/4 16:34
89,G,1970/1/4 17:02
89,D,1970/1/4 17:12
89,F,1970/1/4 17:20
893,A,1970/1/20 11:31
893,B,1970/1/20 11:38
893,G,1970/1/20 12:12
893,D,1970/1/20 12:18
893,H,1970/1/20 12:28
893,G,1970/1/20 12:33
893,D,1970/1/20 12:43
893,H,1970/1/20 12:49
893,G,1970/1/20 12:56
893,D,1970/1/20 13:04
893,F,1970/1/20 13:09
894,A,1970/1/19 14:55
894,B,1970/1/19 15:05
894,G,1970/1/19 15:25
894,D,1970/1/19 15:30
894,F,1970/1/19 15:38
895,A,1970/1/20 0:52
895,B,1970/1/20 1:00
895,G,1970/1/20 1:17
895,D,1970/1/20 1:24
895,H,1970/1/20 1:33
895,G,1970/1/20 1:38
895,D,1970/1/20 1:45
895,F,1970/1/20 1:50
898,A,1970/1/20 5:42
898,B,1970/1/20 5:50
898,G,1970/1/20 6:21
898,D,1970/1/20 6:27
898,H,1970/1/20 6:36
898,G,1970/1/20 6:51
898,D,1970/1/20 6:59
898,F,1970/1/20 7:06
9,A,1970/1/2 3:55
9,B,1970/1/2 4:02
9,G,1970/1/2 4:34
9,D,1970/1/2 4:41
9,F,1970/1/2 4:52
90,A,1970/1/4 7:40
90,B,1970/1/4 7:48
90,G,1970/1/4 8:09
90,D,1970/1/4 8:16
90,F,1970/1/4 8:25
901,A,1970/1/19 22:20
901,B,1970/1/19 22:29
901,G,1970/1/19 23:00
901,D,1970/1/19 23:06
901,F,1970/1/19 23:11
902,A,1970/1/21 4:19
902,B,1970/1/21 4:29
902,G,1970/1/21 5:04
902,D,1970/1/21 5:13
902,H,1970/1/21 5:21
902,G,1970/1/21 5:35
902,D,1970/1/21 5:40
902,F,1970/1/21 5:50
903,A,1970/1/21 3:27
903,B,1970/1/21 3:37
903,G,1970/1/21 4:04
903,D,1970/1/21 4:13
903,F,1970/1/21 4:18
905,A,1970/1/19 21:56
905,B,1970/1/19 22:05
905,G,1970/1/19 22:18
905,D,1970/1/19 22:23
905,H,1970/1/19 22:32
905,G,1970/1/19 22:39
905,D,1970/1/19 22:44
905,H,1970/1/19 22:50
905,G,1970/1/19 23:04
905,D,1970/1/19 23:11
905,F,1970/1/19 23:16
906,A,1970/1/20 19:52
906,B,1970/1/20 20:00
906,G,1970/1/20 20:21
906,D,1970/1/20 20:30
906,F,1970/1/20 20:39
910,A,1970/1/19 21:35
910,B,1970/1/19 21:45
910,G,1970/1/19 22:23
910,D,1970/1/19 22:29
910,F,1970/1/19 22:38
911,A,1970/1/20 0:34
911,B,1970/1/20 0:42
911,G,1970/1/20 0:54
911,D,1970/1/20 1:00
911,H,1970/1/20 1:09
911,G,1970/1/20 1:23
911,D,1970/1/20 1:33
911,F,1970/1/20 1:39
914,A,1970/1/20 18:47
914,B,1970/1/20 18:57
914,G,1970/1/20 19:07
914,D,1970/1/20 19:15
914,H,1970/1/20 19:25
914,G,1970/1/20 19:36
914,D,1970/1/20 19:44
914,F,1970/1/20 19:51
915,A,1970/1/21 10:11
915,B,1970/1/21 10:19
915,G,1970/1/21 10:55
915,D,1970/1/21 11:02
915,H,1970/1/21 11:12
915,G,1970/1/21 11:18
915,D,1970/1/21 11:28
915,H,1970/1/21 11:33
915,G,1970/1/21 11:45
915,D,1970/1/21 11:53
915,F,1970/1/21 12:00
917,A,1970/1/21 12:44
917,B,1970/1/21 12:52
917,G,1970/1/21 13:13
917,D,1970/1/21 13:20
917,H,1970/1/21 13:30
917,G,1970/1/21 13:43
917,D,1970/1/21 13:52
917,F,1970/1/21 14:01
921,A,1970/1/21 4:19
921,B,1970/1/21 4:26
921,G,1970/1/21 4:56
921,D,1970/1/21 5:05
921,H,1970/1/21 5:13
921,G,1970/1/21 5:21
921,D,1970/1/21 5:28
921,H,1970/1/21 5:36
921,G,1970/1/21 5:47
921,D,1970/1/21 5:55
921,F,1970/1/21 6:03
923,A,1970/1/21 10:47
923,B,1970/1/21 10:53
923,G,1970/1/21 11:26
923,D,1970/1/21 11:32
923,F,1970/1/21 11:42
924,A,1970/1/20 7:42
924,B,1970/1/20 7:47
924,G,1970/1/20 8:16
924,D,1970/1/20 8:25
924,F,1970/1/20 8:30
925,A,1970/1/20 9:41
925,B,1970/1/20 9:51
925,G,1970/1/20 10:23
925,D,1970/1/20 10:32
925,H,1970/1/20 10:38
925,G,1970/1/20 10:55
925,D,1970/1/20 11:00
925,F,1970/1/20 11:10
926,A,1970/1/20 18:08
926,B,1970/1/20 18:14
926,G,1970/1/20 18:45
926,D,1970/1/20 18:51
926,F,1970/1/20 19:00
927,A,1970/1/20 8:55
927,B,1970/1/20 9:03
927,G,1970/1/20 9:18
927,D,1970/1/20 9:27
927,F,1970/1/20 9:51
93,A,1970/1/4 2:07
93,B,1970/1/4 2:14
93,G,1970/1/4 2:55
93,D,1970/1/4 3:05
93,F,1970/1/4 3:10
931,A,1970/1/21 13:54
931,B,1970/1/21 14:01
931,G,1970/1/21 14:34
931,D,1970/1/21 14:40
931,F,1970/1/21 14:48
932,A,1970/1/20 13:42
932,B,1970/1/20 13:47
932,G,1970/1/20 14:21
932,D,1970/1/20 14:28
932,F,1970/1/20 14:38
936,A,1970/1/21 15:01
936,B,1970/1/21 15:10
936,G,1970/1/21 15:52
936,D,1970/1/21 15:58
936,F,1970/1/21 16:05
937,A,1970/1/21 10:23
937,B,1970/1/21 10:28
937,G,1970/1/21 10:52
937,D,1970/1/21 10:58
937,F,1970/1/21 11:03
939,A,1970/1/21 8:40
939,B,1970/1/21 8:50
939,G,1970/1/21 9:07
939,D,1970/1/21 9:15
939,F,1970/1/21 9:37
94,A,1970/1/4 15:45
94,B,1970/1/4 15:54
94,G,1970/1/4 16:32
94,D,1970/1/4 16:39
94,F,1970/1/4 16:48
941,A,1970/1/20 9:04
941,B,1970/1/20 9:13
941,G,1970/1/20 9:29
941,D,1970/1/20 9:39
941,F,1970/1/20 9:51
942,A,1970/1/21 5:52
942,B,1970/1/21 5:59
942,G,1970/1/21 6:14
942,D,1970/1/21 6:23
942,H,1970/1/21 6:31
942,G,1970/1/21 6:36
942,D,1970/1/21 6:44
942,H,1970/1/21 6:50
942,G,1970/1/21 7:01
942,D,1970/1/21 7:11
942,F,1970/1/21 7:17
946,A,1970/1/20 16:41
946,B,1970/1/20 16:49
946,G,1970/1/20 17:15
946,D,1970/1/20 17:25
946,H,1970/1/20 17:33
946,G,1970/1/20 17:44
946,D,1970/1/20 17:50
946,F,1970/1/20 18:00
948,A,1970/1/21 2:33
948,B,1970/1/21 2:43
948,G,1970/1/21 3:02
948,D,1970/1/21 3:10
948,H,1970/1/21 3:19
948,G,1970/1/21 3:30
948,D,1970/1/21 3:36
948,F,1970/1/21 3:45
95,A,1970/1/3 15:59
95,B,1970/1/3 16:08
95,G,1970/1/3 16:30
95,D,1970/1/3 16:36
95,F,1970/1/3 16:42
952,A,1970/1/22 3:56
952,B,1970/1/22 4:03
952,G,1970/1/22 4:43
952,D,1970/1/22 4:53
952,H,1970/1/22 5:02
952,G,1970/1/22 5:07
952,D,1970/1/22 5:12
952,F,1970/1/22 5:20
958,A,1970/1/20 23:44
958,B,1970/1/20 23:54
958,G,1970/1/21 0:12
958,D,1970/1/21 0:21
958,H,1970/1/21 0:29
958,G,1970/1/21 0:41
958,D,1970/1/21 0:49
958,F,1970/1/21 0:58
960,A,1970/1/22 12:29
960,B,1970/1/22 12:37
960,G,1970/1/22 13:25
960,D,1970/1/22 13:34
960,F,1970/1/22 13:39
961,A,1970/1/21 6:50
961,B,1970/1/21 6:58
961,G,1970/1/21 7:26
961,D,1970/1/21 7:31
961,F,1970/1/21 7:46
962,A,1970/1/22 2:15
962,B,1970/1/22 2:24
962,G,1970/1/22 2:46
962,D,1970/1/22 2:54
962,F,1970/1/22 2:59
966,A,1970/1/21 16:17
966,B,1970/1/21 16:22
966,G,1970/1/21 16:58
966,D,1970/1/21 17:06
966,F,1970/1/21 17:15
969,A,1970/1/21 19:01
969,B,1970/1/21 19:11
969,G,1970/1/21 19:23
969,D,1970/1/21 19:31
969,H,1970/1/21 19:40
969,G,1970/1/21 20:00
969,D,1970/1/21 20:05
969,F,1970/1/21 20:11
97,A,1970/1/4 18:46
97,B,1970/1/4 18:54
97,G,1970/1/4 19:28
97,D,1970/1/4 19:36
97,F,1970/1/4 19:41
970,A,1970/1/22 7:09
970,B,1970/1/22 7:17
970,G,1970/1/22 7:46
970,D,1970/1/22 7:55
970,F,1970/1/22 8:03
971,A,1970/1/21 16:01
971,B,1970/1/21 16:08
971,G,1970/1/21 16:36
971,D,1970/1/21 16:42
971,H,1970/1/21 16:52
971,G,1970/1/21 16:58
971,D,1970/1/21 17:04
971,H,1970/1/21 17:09
971,G,1970/1/21 17:19
971,D,1970/1/21 17:28
971,F,1970/1/21 17:38
974,A,1970/1/21 17:38
974,B,1970/1/21 17:44
974,G,1970/1/21 18:01
974,D,1970/1/21 18:10
974,H,1970/1/21 18:17
974,G,1970/1/21 18:30
974,D,1970/1/21 18:39
974,F,1970/1/21 18:48
977,A,1970/1/21 12:59
977,B,1970/1/21 13:09
977,G,1970/1/21 13:35
977,D,1970/1/21 13:42
977,F,1970/1/21 13:51
978,A,1970/1/21 17:20
978,B,1970/1/21 17:25
978,G,1970/1/21 18:00
978,D,1970/1/21 18:06
978,F,1970/1/21 18:16
98,A,1970/1/4 9:34
98,B,1970/1/4 9:44
98,G,1970/1/4 10:29
98,D,1970/1/4 10:39
98,F,1970/1/4 10:44
980,A,1970/1/21 16:08
980,B,1970/1/21 16:14
980,G,1970/1/21 16:21
980,D,1970/1/21 16:31
980,F,1970/1/21 16:57
982,A,1970/1/22 17:30
982,B,1970/1/22 17:38
982,G,1970/1/22 18:08
982,D,1970/1/22 18:15
982,H,1970/1/22 18:24
982,G,1970/1/22 18:30
982,D,1970/1/22 18:35
982,H,1970/1/22 18:43
982,G,1970/1/22 18:57
982,D,1970/1/22 19:07
982,F,1970/1/22 19:17
987,A,1970/1/21 15:52
987,B,1970/1/21 15:57
987,G,1970/1/21 16:31
987,D,1970/1/21 16:38
987,F,1970/1/21 16:44
989,A,1970/1/22 21:41
989,B,1970/1/22 21:46
989,G,1970/1/22 22:24
989,D,1970/1/22 22:33
989,F,1970/1/22 22:43
991,A,1970/1/23 2:53
991,B,1970/1/23 2:59
991,G,1970/1/23 3:18
991,D,1970/1/23 3:23
991,H,1970/1/23 3:30
991,G,1970/1/23 3:37
991,D,1970/1/23 3:46
991,H,1970/1/23 3:51
991,G,1970/1/23 3:57
991,D,1970/1/23 4:04
991,F,1970/1/23 4:13
994,A,1970/1/22 1:56
994,B,1970/1/22 2:03
994,G,1970/1/22 2:17
994,D,1970/1/22 2:27
994,H,1970/1/22 2:36
994,G,1970/1/22 2:49
994,D,1970/1/22 2:59
994,F,1970/1/22 3:06